,link,headline,summary,date
2174,http://query.nytimes.com/gst/fullpage.html?res=9B0CE1D7163DF936A25756C0A9679D8B63,What's On Sunday,"7 P.M. (Animal Planet) PRAIRIE DOG CHATTER ''Mutual of Omaha's Wild Kingdom'' chronicles the efforts of Con Slobodchikoff, a biologist, who, after 30 years of studying the calls of prairie dogs, believes that he has discovered a language second in complexity only to that of humans. He's hoping that his bold claim will lead to the conservation of these cousins of the squirrel, who for decades were seen merely as pests and subjected to large-scale eradication campaigns in North America. 10 A.M. (Fox) FOX NEWS SUNDAY The candidates and potential candidates for the 2012 Republican presidential nomination make the rounds of the news shows. Here, Chris Wallace interviews Representative Ron Paul of Texas, who announced on Friday that he would run for the Republican nomination. Gov. Nikki Haley of South Carolina appears on ''This Week With Christiane Amanpour,'' at 10 on ABC. And Newt Gingrich, the former House speaker who also officially declared his candidacy last week, visits ''Meet the Press,'' at 10:30 on NBC.",
2167,http://query.nytimes.com/gst/fullpage.html?res=9403EED7103BF932A35756C0A9679D8B63,What's On Sunday,"9 P.M. (13, 49) SOUTH RIDING Anna Maxwell Martin, right, plays Sarah Burton, a feisty teacher who returns to her hometown in 1930s Yorkshire, England, to shake up the local girls' high school and is drawn to Robert Carne (David Morrissey), a tradition-bound landowner and war veteran -- and just about the last fellow Sarah would normally find herself falling for. This ''Masterpiece Classic'' period drama, adapted by Andrew Davies from the novel by Winifred Holtby, might just be what viewers need on the heels of the royal wedding: ''a mild astringent for those suffering from an excess of pomp,'' Mike Hale wrote in The New York Times. And, he added, ''there's not one abominable Philip Treacy hat in sight.'' 4 A.M. (CNN, Fox News, MSNBC, Telemundo, Univision) THE BEATIFICATION OF POPE JOHN PAUL II Live reports from St. Peter's Square in Vatican City.",
2153,http://query.nytimes.com/gst/fullpage.html?res=9B03E2DA1031F930A35754C0A9679D8B63,THE WEEK AHEAD | JULY 3-JULY 9,Pop Nate Chinen,
2146,http://query.nytimes.com/gst/fullpage.html?res=9D0DE4DE1530F93BA25752C0A9649D8B63,Op-Ed Contributor: For God So Loved The 1 Percent ...,"Princeton, N.J. IN recent weeks Mitt Romney has become the poster child for unchecked capitalism, a role he seems to embrace with relish. Concerns about economic equality, he told Matt Lauer of NBC, were really about class warfare.",
2011,http://query.nytimes.com/gst/fullpage.html?res=9907E7D9153AF930A25755C0A9679D8B63,"Paid Notice: Deaths BEAL, HON. IRA F.","BEAL--Hon. Ira F.,age 79, beloved brother of Marjorie and fond brother-in-law of Enoch Silverstein, passed away on June 12, 2011. Ira was the adored uncle of Thomas (Leslie), Bill (Karyn) and Ted Silverstein and grand uncle of Ariel, Beth, Carly, Josh, Joey and Brian Silverstein. Ira, who started his career as an Assistant District Attorney in New York County, spent 17 years in the entertainment business working for NBC, CBS, and several large music companies. In the late 1970's he was named Executive Vice-President of M.P.L. Communications, Inc., Paul McCartney's company and then became President of the Music Publishing Division of the New York Times. In 1982 he was appointed to the Bench of the Criminal Court of the City of New York. Three years later he was promoted to the New York State Supreme Court, where he served until his retirement in 2002. Funeral services will be held on Tuesday, June 14 at 10:30am, at Frank E. Campbell, The Funeral Chapel, 1076 Madison Avenue (at E 81st St).",
2268,http://query.nytimes.com/gst/fullpage.html?res=9E00E6DF1030F93AA15757C0A9679D8B63,Top of the Board,"1 CAROLINA PANTHERS CAM NEWTON QB, Auburn Heisman Trophy winner has plenty of talent, and his share of baggage.",
2010,https://www.nytimes.com/Link.asp?I=LS000151882591,"Paid Notice: Deaths BEAL, IRA F.","<!-- IRA F. BEAL -->BEAL--Hon. Ira F., age 79, beloved brother of Marjorie and fond brother-in-law of Enoch Silverstein, passed away on June 12, 2011. Ira was the adored uncle of Thomas (Leslie), Bill (Karyn) and Ted Silverstein and grand uncle of Ariel, Beth, Carly, Josh, Joey and Brian Silverstein. Ira, who started his career as an Assistant District Attorney in New York County, spent 17 years in the entertainment business working for NBC, CBS, and several large music companies. In the late 1970's he was named Executive Vice-President of M.P.L. Communications, Inc., Paul McCartney's company and then became President of the Music Publishing Division of the New York Times. In 1982 he was appointed to the Bench of the Criminal Court of the City of New York. Three years later he was promoted to the New York State Supreme Court, where he served until his retirement in 2002. Funeral services will be held on Tuesday, June 14 at 10:30am, at Frank E. Campbell, The Funeral Chapel, 1076 Madison Avenue (at E 81st St).<br><br>",
2007,http://query.nytimes.com/gst/fullpage.html?res=9505E1D8123DF935A25751C0A9679D8B63,ING to Sell Real Estate Units for $1 Billion to Repay State Aid,7:24 p.m. | Updated The ING Group said Tuesday that it would sell most of its real estate investment management business for more than $1 billion in two separate deals and use the proceeds to repay state aid it received during the financial crisis.,
1861,http://query.nytimes.com/gst/fullpage.html?res=9800EED71E3CF936A25751C0A9649D8B63,What's On Today,"NOON (Sundance) THE POOL (2008) Venkatesh (Venkatesh Chavan), an Indian teenager on the verge of manhood who ekes out a living cleaning hotel rooms and selling plastic bags on the street, becomes obsessed with the shimmering pool of a luxurious home in which no one seems to swim. Eventually he approaches the property's owner (Nana Patekar, above right, with Mr. Chavan) and becomes his assistant; the rich man, in turn, promises to become Venkatesh's benefactor if he will move from Goa to Mumbai and go to school. ''At first 'The Pool' suggests an inspirational fable in which a selfless older man rescues a youth from the streets,'' Stephen Holden wrote in The New York Times about this film by Chris Smith, adapted from a short story by Randy Russell. ''But just when you expect the film to turn into a predictable, rose-colored valentine to opportunity and hope, it goes to a deeper, more ambiguous place. Contemplating poverty from Venkatesh's perspective, it understands that his pursuit of upward mobility will require a terrifying leap of faith.'' The film was chosen as a New York Times Critics' Pick. In ''Summer Hours'' (2009), a movie from Olivier Assayas, at 1:45 p.m., Charles Berling and Juliette Binoche play Frédéric and Adrienne, siblings who must decide what to do with their mother's charming country house and cherished art collection after her death. Frédéric wants to keep everything the way it is for the enjoyment of the next generation. Adrienne and another brother (Jérémie Renier) want to sell the house and most of its contents, donating the best paintings and furnishings to the Musée d'Orsay. ''That, in a nutshell, is the dramatic arc of this extraordinary film, which, in spite of its modest scale, tactful manner and potentially dowdy subject matter, is packed nearly to bursting with rich meaning and deep implication,'' A. O. Scott wrote in The Times. 10:55 A.M. (HBO2) SOMEWHERE (2010) In the first entry in a double bill from Sofia Coppola, Johnny Marco (Stephen Dorff) is a movie star existing in a mind-numbing purgatory -- he drinks, he has anonymous sex, he burns rubber in his Ferrari -- at the Chateau Marmont hotel in Hollywood. He finds something to live for after his ex-wife leaves their 11-year-old daughter (Elle Fanning, right, with Mr. Dorff) in his care. Writing in The Times, A. O. Scott described the movie as ''exquisite, melancholy and formally audacious.'' What happens, he added, ''is something marvelous: a film that never raises its voice (its loudest and most assertive sound is that Ferrari) or panders to your emotions, but that nonetheless has the power to refresh your perceptions and deepen your sympathies.'' ''Lost in Translation'' (2003), for which Ms. Coppola won an Oscar for best original screenplay, follows at 12:40 p.m.",
1859,http://query.nytimes.com/gst/fullpage.html?res=9C06E1D6123CF936A35752C1A9679D8B63,Games To Watch,"NO. 1 LOUISIANA STATE AT NO. 2 ALABAMA 8 p.m. Eastern, CBS With both teams coming off byes, the hype leading up to this game feels more like Super Bowl Sunday than a Saturday in November. It is No. 1 vs. No. 2 in the regular season for the first time since Michigan and Ohio State played a classic in 2006. It matches division rivals, with the winner becoming the heavy favorite for the Southeastern Conference title and a berth in the national title game. It also matches two of the best defenses in the nation, squaring off in prime time in front of a packed house in Tuscaloosa, Ala., and two of the most successful coaches in college football in Nick Saban and Les Miles, vying for any advantage they can muster. There is a lot to look forward to.",
1853,http://query.nytimes.com/gst/fullpage.html?res=9F0CE1D81630F933A05754C0A9649D8B63,Romney Backs Israeli Position On Facing Iran,"JERUSALEM -- Mitt Romney said Sunday that preventing Iran from obtaining nuclear capability should be America's ''highest national security priority,'' stressing that ''no option should be excluded'' in the effort. ''We have a solemn duty and a moral imperative to deny Iran's leaders the means to follow through on their malevolent intentions,'' Mr. Romney, the presumptive Republican presidential nominee, told an audience of about 300, including a large contingent of American donors who flew here to accompany him. ''We must not delude ourselves into thinking that containment is an option.''",
1850,http://query.nytimes.com/gst/fullpage.html?res=9C00E4DD1E30F931A35750C0A9649D8B63,What's On Today,"8 P.M. (MTV) THE BREAK (2012) More than 1.5 million children are estimated to live on the streets, in shelters and on friends' couches in the United States. Many come from troubled families and have run away from abuse or have aged out of the foster care system. Their futures often involve prostitution, crime and illegal drug use, and one in three are likely to attempt suicide. This documentary follows Ava, Nancy and Rob, young people currently without homes and in desperate need of improving their lives. Anne Mahlum -- an advocate for the homeless whose organization, Back on My Feet, uses running as a way of building strength and self-esteem -- offers them the opportunities and tools to bring about change. The project was envisioned by the Edge, from the band U2. 7:30 A.M. (Starz) HOW DO YOU KNOW (2010) Reese Witherspoon taps into her intimidating side to play Lisa, a 31-year-old softball star whose aspirations have been dealt a huge blow. Owen Wilson is Matty, the major league pitcher whose spell she falls under, and who thinks he may be ready to give commitment a try. Then George (Paul Rudd, above with Ms. Witherspoon) enters Lisa's life, first as a dud of a blind date and then as a friend whose father-cum-boss (Jack Nicholson) isn't all that unhappy about letting his son take the fall for his own financial misdeeds. Now Lisa needs to decide. Writing in The New York Times, Manohla Dargis said this romantic comedy from James L. Brooks was ''so wan and disconnected to anything that feels like real life or, just as good, a screwball interpretation of it, that it's hard to know what Mr. Brooks was really after, other than passing the time with some talented movie people.''",
